winner,w_rank,w_pts,loser,l_rank,l_pts,winner_id,loser_id
Fognini F.,12.0,2370.0,Rublev A.,35.0,1261.0,187,768
Thiem D.,5.0,4415.0,Zhang Zh.,213.0,233.0,586,1000
Isner J.,19.0,1805.0,Evans D.,48.0,1053.0,265,265
Tsitsipas S.,7.0,3420.0,Basilashvili N.,17.0,1895.0,597,64
Querrey S.,55.0,1010.0,Schwartzman D.,16.0,1995.0,479,806
Zverev A.,6.0,4095.0,Auger-Aliassime F.,20.0,1719.0,660,41
Khachanov K.,9.0,2810.0,Fognini F.,12.0,2370.0,291,282
Thiem D.,5.0,4415.0,Murray A.,503.0,57.0,586,633
Tsitsipas S.,7.0,3420.0,Isner J.,19.0,1805.0,597,399
Zverev A.,6.0,4095.0,Querrey S.,55.0,1010.0,660,720
Thiem D.,5.0,4415.0,Khachanov K.,9.0,2810.0,586,436
Tsitsipas S.,7.0,3420.0,Zverev A.,6.0,4095.0,597,1007
Thiem D.,5.0,4415.0,Tsitsipas S.,7.0,3420.0,586,906
Soeda G.,133.0,412.0,Struff J.L.,37.0,1235.0,560,868
Pouille L.,24.0,1520.0,Hurkacz H.,36.0,1243.0,474,390
Cilic M.,30.0,1410.0,Sugita Y.,126.0,429.0,97,870
Nishioka Y.,77.0,719.0,Sousa J.,62.0,916.0,438,852
Chung H.,143.0,383.0,Sonego L.,54.0,1013.0,96,850
Uchiyama Y.,136.0,407.0,Paire B.,23.0,1553.0,600,685
Opelka R.,53.0,1014.0,Fritz T.,31.0,1385.0,450,286
Daniel T.,127.0,424.0,Coric B.,14.0,2130.0,115,170
Simon G.,50.0,1035.0,Andujar P.,52.0,1025.0,548,29
Albot R.,45.0,1087.0,Krajinovic F.,49.0,1043.0,4,475
Djokovic N.,1.0,9865.0,Popyrin A.,94.0,596.0,147,710
Thompson J.,56.0,1008.0,Londero J.I.,59.0,997.0,587,532
Shapovalov D.,32.0,1355.0,Kecmanovic M.,51.0,1033.0,543,433
Goffin D.,15.0,2055.0,Carreno Busta P.,39.0,1192.0,213,136
Millman J.,80.0,691.0,Mannarino A.,43.0,1101.0,401,553
Harris L.,99.0,574.0,De Minaur A.,25.0,1520.0,245,193
Uchiyama Y.,136.0,407.0,Albot R.,45.0,1087.0,600,10
Djokovic N.,1.0,9865.0,Soeda G.,133.0,412.0,147,849
Opelka R.,53.0,1014.0,Simon G.,50.0,1035.0,450,827
Pouille L.,24.0,1520.0,Nishioka Y.,77.0,719.0,474,661
Daniel T.,127.0,424.0,Thompson J.,56.0,1008.0,115,886
Millman J.,80.0,691.0,Harris L.,99.0,574.0,401,367
Goffin D.,15.0,2055.0,Shapovalov D.,32.0,1355.0,213,816
Chung H.,143.0,383.0,Cilic M.,30.0,1410.0,96,158
Opelka R.,53.0,1014.0,Uchiyama Y.,136.0,407.0,450,911
Millman J.,80.0,691.0,Daniel T.,127.0,424.0,401,182
Djokovic N.,1.0,9865.0,Pouille L.,24.0,1520.0,147,713
Goffin D.,15.0,2055.0,Chung H.,143.0,383.0,213,156
Millman J.,80.0,691.0,Opelka R.,53.0,1014.0,401,678
Djokovic N.,1.0,9865.0,Goffin D.,15.0,2055.0,147,317
Djokovic N.,1.0,9865.0,Millman J.,80.0,691.0,147,597
Basilashvili N.,26.0,1440.0,Albot R.,47.0,1092.0,36,10
Sousa J.,63.0,916.0,Krajinovic F.,60.0,963.0,563,475
Fritz T.,29.0,1385.0,Verdasco F.,41.0,1170.0,190,940
Hurkacz H.,34.0,1243.0,Zhang Zh.,179.0,278.0,261,1000
Norrie C.,64.0,910.0,Simon G.,49.0,1035.0,440,827
Ramos-Vinolas A.,46.0,1095.0,Cilic M.,25.0,1455.0,487,158
Shapovalov D.,36.0,1220.0,Tiafoe F.,51.0,1015.0,543,887
Fognini F.,12.0,2280.0,Querrey S.,45.0,1100.0,187,720
Pospisil V.,248.0,184.0,Schwartzman D.,16.0,1995.0,473,806
Paire B.,23.0,1553.0,Cecchinato M.,69.0,845.0,455,142
Garin C.,32.0,1262.0,Cuevas P.,48.0,1078.0,199,178
Chardy J.,71.0,835.0,Edmund K.,42.0,1165.0,93,246
Monfils G.,11.0,2375.0,Sonego L.,55.0,1000.0,411,850
Murray A.,289.0,147.0,Londero J.I.,56.0,997.0,425,532
Kukushkin M.,57.0,996.0,Kecmanovic M.,50.0,1033.0,328,433
Carreno Busta P.,37.0,1192.0,Zhang Ze.,179.0,278.0,83,999
Pouille L.,22.0,1600.0,Li Z.,231.0,205.0,474,521
Opelka R.,40.0,1178.0,Lajovic D.,31.0,1306.0,450,501
Rublev A.,33.0,1261.0,Coric B.,15.0,2130.0,512,170
Isner J.,17.0,1895.0,De Minaur A.,24.0,1520.0,265,193
Millman J.,58.0,991.0,Pella G.,21.0,1655.0,401,696
Berrettini M.,13.0,2221.0,Struff J.L.,38.0,1190.0,53,868
Auger-Aliassime F.,19.0,1719.0,Bublik A.,54.0,1004.0,21,125
Goffin D.,14.0,2190.0,Gasquet R.,52.0,1015.0,213,301
Basilashvili N.,26.0,1440.0,Paire B.,23.0,1553.0,36,685
Hurkacz H.,34.0,1243.0,Monfils G.,11.0,2375.0,261,612
Federer R.,3.0,7130.0,Ramos-Vinolas A.,46.0,1095.0,180,732
Pospisil V.,248.0,184.0,Sousa J.,63.0,916.0,473,852
Fognini F.,12.0,2280.0,Murray A.,289.0,147.0,187,633
Medvedev D.,4.0,4965.0,Norrie C.,64.0,910.0,391,663
Tsitsipas S.,7.0,3630.0,Auger-Aliassime F.,19.0,1719.0,597,41
Berrettini M.,13.0,2221.0,Garin C.,32.0,1262.0,53,299
Isner J.,17.0,1895.0,Pouille L.,22.0,1600.0,265,713
Bautista Agut R.,10.0,2575.0,Opelka R.,40.0,1178.0,38,678
Khachanov K.,9.0,2945.0,Fritz T.,29.0,1385.0,291,286
Zverev A.,6.0,4185.0,Chardy J.,71.0,835.0,660,151
Rublev A.,33.0,1261.0,Millman J.,58.0,991.0,512,597
Goffin D.,14.0,2190.0,Kukushkin M.,57.0,996.0,213,486
Djokovic N.,1.0,10365.0,Shapovalov D.,36.0,1220.0,147,816
Thiem D.,5.0,4915.0,Carreno Busta P.,37.0,1192.0,586,136
Fognini F.,12.0,2280.0,Khachanov K.,9.0,2945.0,187,436
Medvedev D.,4.0,4965.0,Pospisil V.,248.0,184.0,391,712
Berrettini M.,13.0,2221.0,Bautista Agut R.,10.0,2575.0,53,67
Djokovic N.,1.0,10365.0,Isner J.,17.0,1895.0,147,399
Tsitsipas S.,7.0,3630.0,Hurkacz H.,34.0,1243.0,597,390
Federer R.,3.0,7130.0,Goffin D.,14.0,2190.0,180,317
Thiem D.,5.0,4915.0,Basilashvili N.,26.0,1440.0,586,64
Zverev A.,6.0,4185.0,Rublev A.,33.0,1261.0,660,768
Medvedev D.,4.0,4965.0,Fognini F.,12.0,2280.0,391,282
Tsitsipas S.,7.0,3630.0,Djokovic N.,1.0,10365.0,597,221
Zverev A.,6.0,4185.0,Federer R.,3.0,7130.0,660,271
Berrettini M.,13.0,2221.0,Thiem D.,5.0,4915.0,53,884
Medvedev D.,4.0,4965.0,Tsitsipas S.,7.0,3630.0,391,906
Zverev A.,6.0,4185.0,Berrettini M.,13.0,2221.0,660,87
Medvedev D.,4.0,4965.0,Zverev A.,6.0,4185.0,391,1007
Pella G.,20.0,1620.0,Gojowczyk P.,111.0,500.0,463,319
Tsonga J.W.,36.0,1230.0,Sonego L.,56.0,990.0,598,850
Struff J.L.,41.0,1155.0,Barrere G.,84.0,638.0,576,58
Lopez F.,62.0,958.0,Norrie C.,61.0,960.0,358,663
Copil M.,92.0,607.0,Delbonis F.,77.0,699.0,103,204
Kwon S.W.,88.0,617.0,Gasquet R.,57.0,980.0,335,301
Sinner J.,119.0,466.0,Majchrzak K.,91.0,610.0,549,550
Simon G.,47.0,1035.0,Darcis S.,179.0,281.0,548,183
Murray A.,243.0,192.0,Coppejans K.,158.0,331.0,425,167
Humbert U.,70.0,831.0,Kovalik J.,176.0,285.0,260,472
Tiafoe F.,53.0,1015.0,Maden Y.,118.0,468.0,588,547
Cuevas P.,45.0,1088.0,Dellien H.,79.0,693.0,111,209
Pella G.,20.0,1620.0,Kwon S.W.,88.0,617.0,463,495
Simon G.,47.0,1035.0,Tsonga J.W.,36.0,1230.0,548,907
Wawrinka S.,18.0,1670.0,Lopez F.,62.0,958.0,632,533
Tiafoe F.,53.0,1015.0,Struff J.L.,41.0,1155.0,588,868
Copil M.,92.0,607.0,Schwartzman D.,15.0,1995.0,103,806
Sinner J.,119.0,466.0,Monfils G.,13.0,2410.0,549,612
Murray A.,243.0,192.0,Cuevas P.,45.0,1088.0,425,178
Humbert U.,70.0,831.0,Goffin D.,14.0,2280.0,260,317
Sinner J.,119.0,466.0,Tiafoe F.,53.0,1015.0,549,887
Wawrinka S.,18.0,1670.0,Simon G.,47.0,1035.0,632,827
Murray A.,243.0,192.0,Copil M.,92.0,607.0,425,166
Humbert U.,70.0,831.0,Pella G.,20.0,1620.0,260,696
Wawrinka S.,18.0,1670.0,Sinner J.,119.0,466.0,632,830
Murray A.,243.0,192.0,Humbert U.,70.0,831.0,425,389
Murray A.,243.0,192.0,Wawrinka S.,18.0,1670.0,425,962
Seppi A.,72.0,795.0,Garin C.,38.0,1197.0,538,299
Rosol L.,152.0,350.0,Londero J.I.,51.0,1017.0,510,532
Mannarino A.,44.0,1111.0,Dzumhur D.,93.0,604.0,373,240
Carballes Baena R.,80.0,684.0,Berankis R.,67.0,860.0,82,82
Kecmanovic M.,49.0,1023.0,Dubrivnyy A.,424.0,80.0,289,233
Kukushkin M.,58.0,971.0,Donskoy E.,113.0,490.0,328,230
Kohlschreiber P.,76.0,715.0,Herbert P.H.,68.0,845.0,306,374
Chardy J.,66.0,860.0,Jarry N.,78.0,695.0,93,407
Karlovic I.,87.0,621.0,Bedene A.,71.0,815.0,287,72
Rublev A.,31.0,1341.0,Bublik A.,48.0,1032.0,512,125
Gerasimov E.,98.0,570.0,Fabbiano T.,89.0,615.0,203,267
Avidzba A.,498.0,59.0,Kachmazov A.,1491.0,2.0,22,425
Seppi A.,72.0,795.0,Carballes Baena R.,80.0,684.0,538,135
Mannarino A.,44.0,1111.0,Kukushkin M.,58.0,971.0,373,486
Lajovic D.,32.0,1316.0,Rosol L.,152.0,350.0,339,765
Khachanov K.,8.0,2990.0,Kohlschreiber P.,76.0,715.0,291,460
Milojevic N.,164.0,305.0,Avidzba A.,498.0,59.0,403,43
Rublev A.,31.0,1341.0,Gerasimov E.,98.0,570.0,512,305
Chardy J.,66.0,860.0,Kecmanovic M.,49.0,1023.0,93,433
Cilic M.,25.0,1455.0,Karlovic I.,87.0,621.0,97,430
Mannarino A.,44.0,1111.0,Lajovic D.,32.0,1316.0,373,501
Seppi A.,72.0,795.0,Khachanov K.,8.0,2990.0,538,436
Cilic M.,25.0,1455.0,Chardy J.,66.0,860.0,97,151
Rublev A.,31.0,1341.0,Milojevic N.,164.0,305.0,512,599
Mannarino A.,44.0,1111.0,Seppi A.,72.0,795.0,373,809
Rublev A.,31.0,1341.0,Cilic M.,25.0,1455.0,512,158
Rublev A.,31.0,1341.0,Mannarino A.,44.0,1111.0,512,553
Travaglia S.,83.0,645.0,Opelka R.,37.0,1203.0,592,678
Evans D.,43.0,1120.0,Tomic B.,184.0,273.0,176,891
Tipsarevic J.,251.0,180.0,Moutet C.,94.0,585.0,589,623
Nishioka Y.,74.0,780.0,Albot R.,46.0,1057.0,438,10
Carreno Busta P.,35.0,1252.0,Millman J.,52.0,1016.0,83,597
Mager G.,124.0,455.0,Andujar P.,63.0,955.0,368,29
Querrey S.,50.0,1020.0,Novak D.,126.0,442.0,479,664
Stebe C.M.,213.0,230.0,Schnur B.,97.0,571.0,572,799
Sugita Y.,129.0,429.0,Ymer E.,123.0,455.0,577,979
Popyrin A.,90.0,610.0,Otte O.,155.0,340.0,471,681
Krajinovic F.,60.0,963.0,Ruud C.,59.0,967.0,318,772
Ymer M.,75.0,753.0,Sousa J.,64.0,941.0,646,852
Nishioka Y.,74.0,780.0,Fritz T.,29.0,1360.0,438,286
Querrey S.,50.0,1020.0,Dimitrov G.,27.0,1432.0,479,218
Krajinovic F.,60.0,963.0,Evans D.,43.0,1120.0,318,265
Carreno Busta P.,35.0,1252.0,Mager G.,124.0,455.0,83,548
Sugita Y.,129.0,429.0,Travaglia S.,83.0,645.0,577,896
Tipsarevic J.,251.0,180.0,Fognini F.,12.0,2415.0,589,282
Shapovalov D.,34.0,1255.0,Popyrin A.,90.0,610.0,543,710
Stebe C.M.,213.0,230.0,Ymer M.,75.0,753.0,572,980
Krajinovic F.,60.0,963.0,Nishioka Y.,74.0,780.0,318,661
Carreno Busta P.,35.0,1252.0,Querrey S.,50.0,1020.0,83,720
Shapovalov D.,34.0,1255.0,Stebe C.M.,213.0,230.0,543,862
Sugita Y.,129.0,429.0,Tipsarevic J.,251.0,180.0,577,888
Krajinovic F.,60.0,963.0,Carreno Busta P.,35.0,1252.0,318,136
Shapovalov D.,34.0,1255.0,Sugita Y.,129.0,429.0,543,870
Shapovalov D.,34.0,1255.0,Krajinovic F.,60.0,963.0,543,475
Struff J.L.,41.0,1155.0,Kecmanovic M.,54.0,1003.0,576,433
Federer R.,3.0,6950.0,Gojowczyk P.,112.0,500.0,180,319
De Minaur A.,28.0,1440.0,Dellien H.,78.0,693.0,125,209
Laaksonen H.,105.0,541.0,Paire B.,25.0,1528.0,337,685
Albot R.,49.0,1057.0,Lajovic D.,33.0,1341.0,4,501
Opelka R.,37.0,1203.0,Garin C.,38.0,1197.0,450,299
Fognini F.,12.0,2370.0,Popyrin A.,88.0,630.0,187,710
Fritz T.,31.0,1360.0,Zverev A.,6.0,4425.0,190,1007
Gasquet R.,64.0,890.0,Londero J.I.,52.0,1017.0,200,532
Tsitsipas S.,7.0,3740.0,Ramos-Vinolas A.,42.0,1130.0,597,732
Bautista Agut R.,10.0,2575.0,Copil M.,82.0,664.0,38,166
Berankis R.,70.0,809.0,Andujar P.,60.0,955.0,48,29
Krajinovic F.,46.0,1068.0,Djere L.,39.0,1181.0,318,219
Goffin D.,13.0,2280.0,Cilic M.,23.0,1545.0,213,158
Wawrinka S.,17.0,1820.0,Cuevas P.,45.0,1102.0,632,178
Tiafoe F.,48.0,1060.0,Evans D.,43.0,1124.0,588,265
Federer R.,3.0,6950.0,Albot R.,49.0,1057.0,180,10
De Minaur A.,28.0,1440.0,Fritz T.,31.0,1360.0,125,286
Struff J.L.,41.0,1155.0,Laaksonen H.,105.0,541.0,576,498
Opelka R.,37.0,1203.0,Goffin D.,13.0,2280.0,450,317
Bautista Agut R.,10.0,2575.0,Gasquet R.,64.0,890.0,38,301
Tsitsipas S.,7.0,3740.0,Berankis R.,70.0,809.0,597,82
Wawrinka S.,17.0,1820.0,Tiafoe F.,48.0,1060.0,632,887
Krajinovic F.,46.0,1068.0,Fognini F.,12.0,2370.0,318,282
Opelka R.,37.0,1203.0,Bautista Agut R.,10.0,2575.0,450,67
De Minaur A.,28.0,1440.0,Struff J.L.,41.0,1155.0,125,868
Federer R.,3.0,6950.0,Wawrinka S.,17.0,1820.0,180,962
Tsitsipas S.,7.0,3740.0,Krajinovic F.,46.0,1068.0,597,475
De Minaur A.,28.0,1440.0,Opelka R.,37.0,1203.0,125,678
Federer R.,3.0,6950.0,Tsitsipas S.,7.0,3740.0,180,906
Federer R.,3.0,6950.0,De Minaur A.,28.0,1440.0,180,193
Schwartzman D.,15.0,1950.0,Herbert P.H.,66.0,845.0,536,374
Fucsovics M.,67.0,840.0,Sonego L.,56.0,990.0,191,850
Berrettini M.,11.0,2545.0,Edmund K.,75.0,755.0,53,246
Dimitrov G.,29.0,1432.0,Dzumhur D.,92.0,604.0,145,240
Khachanov K.,9.0,2785.0,Hurkacz H.,35.0,1298.0,291,390
Simon G.,50.0,1035.0,Lopez F.,59.0,958.0,548,533
Bedene A.,72.0,795.0,Pella G.,20.0,1620.0,43,696
Chung H.,139.0,383.0,Raonic M.,32.0,1350.0,96,733
Verdasco F.,40.0,1160.0,Basilashvili N.,26.0,1485.0,619,64
Thiem D.,5.0,5085.0,Tsonga J.W.,36.0,1230.0,586,907
Sinner J.,101.0,554.0,Kohlschreiber P.,79.0,690.0,549,460
Carreno Busta P.,34.0,1330.0,Shapovalov D.,27.0,1460.0,83,816
Querrey S.,47.0,1065.0,Mannarino A.,44.0,1111.0,479,553
Rublev A.,22.0,1571.0,Bublik A.,51.0,1026.0,512,125
Kukushkin M.,57.0,971.0,Coric B.,24.0,1540.0,328,170
Monfils G.,14.0,2260.0,Novak D.,124.0,454.0,411,664
Berrettini M.,11.0,2545.0,Dimitrov G.,29.0,1432.0,53,218
Khachanov K.,9.0,2785.0,Fucsovics M.,67.0,840.0,291,287
Schwartzman D.,15.0,1950.0,Querrey S.,47.0,1065.0,536,720
Carreno Busta P.,34.0,1330.0,Kukushkin M.,57.0,971.0,83,486
Rublev A.,22.0,1571.0,Chung H.,139.0,383.0,512,156
Bedene A.,72.0,795.0,Simon G.,50.0,1035.0,43,827
Thiem D.,5.0,5085.0,Verdasco F.,40.0,1160.0,586,940
Monfils G.,14.0,2260.0,Sinner J.,101.0,554.0,411,830
Berrettini M.,11.0,2545.0,Rublev A.,22.0,1571.0,53,768
Thiem D.,5.0,5085.0,Carreno Busta P.,34.0,1330.0,586,136
Schwartzman D.,15.0,1950.0,Khachanov K.,9.0,2785.0,536,436
Monfils G.,14.0,2260.0,Bedene A.,72.0,795.0,411,72
Thiem D.,5.0,5085.0,Berrettini M.,11.0,2545.0,586,87
Schwartzman D.,15.0,1950.0,Monfils G.,14.0,2260.0,536,612
Thiem D.,5.0,5085.0,Schwartzman D.,15.0,1950.0,586,806
Albot R.,50.0,1022.0,Basilashvili N.,26.0,1485.0,4,64
Cilic M.,24.0,1500.0,Hurkacz H.,37.0,1198.0,97,390
Struff J.L.,36.0,1200.0,Nishioka Y.,72.0,787.0,576,661
Verdasco F.,49.0,1025.0,Coric B.,25.0,1495.0,619,170
Raonic M.,32.0,1350.0,Norrie C.,57.0,960.0,488,663
Chardy J.,65.0,885.0,Querrey S.,47.0,1065.0,93,720
Garin C.,42.0,1117.0,Cuevas P.,44.0,1102.0,199,178
Paire B.,23.0,1528.0,Dzumhur D.,91.0,609.0,455,240
Tsonga J.W.,35.0,1230.0,Rublev A.,22.0,1606.0,598,768
Mannarino A.,43.0,1111.0,Ruud C.,63.0,931.0,373,772
Moutet C.,97.0,584.0,Lajovic D.,34.0,1286.0,418,501
Fritz T.,33.0,1315.0,Tiafoe F.,46.0,1085.0,190,887
De Minaur A.,18.0,1695.0,Djere L.,38.0,1161.0,125,219
Edmund K.,75.0,710.0,Berankis R.,70.0,809.0,163,82
Shapovalov D.,28.0,1460.0,Simon G.,53.0,990.0,543,827
Dimitrov G.,27.0,1477.0,Humbert U.,56.0,972.0,145,389
Struff J.L.,36.0,1200.0,Khachanov K.,8.0,2830.0,576,436
Albot R.,50.0,1022.0,Seppi A.,74.0,760.0,4,809
Chardy J.,65.0,885.0,Medvedev D.,4.0,5740.0,93,579
Zverev A.,6.0,4335.0,Verdasco F.,49.0,1025.0,660,940
Thiem D.,5.0,5495.0,Raonic M.,32.0,1350.0,586,733
Shapovalov D.,28.0,1460.0,Fognini F.,12.0,2370.0,543,282
Garin C.,42.0,1117.0,Isner J.,17.0,1850.0,199,399
Tsitsipas S.,7.0,3830.0,Fritz T.,33.0,1315.0,597,286
Dimitrov G.,27.0,1477.0,Goffin D.,14.0,2325.0,145,317
De Minaur A.,18.0,1695.0,Bautista Agut R.,10.0,2575.0,125,67
Monfils G.,13.0,2350.0,Paire B.,23.0,1528.0,411,685
Wawrinka S.,16.0,1910.0,Cilic M.,24.0,1500.0,632,158
Djokovic N.,1.0,9545.0,Moutet C.,97.0,584.0,147,623
Edmund K.,75.0,710.0,Schwartzman D.,15.0,2205.0,163,806
Nadal R.,2.0,9225.0,Mannarino A.,43.0,1111.0,427,553
Tsonga J.W.,35.0,1230.0,Berrettini M.,9.0,2705.0,598,87
Garin C.,42.0,1117.0,Chardy J.,65.0,885.0,199,151
Dimitrov G.,27.0,1477.0,Thiem D.,5.0,5495.0,145,884
Tsitsipas S.,7.0,3830.0,De Minaur A.,18.0,1695.0,597,193
Djokovic N.,1.0,9545.0,Edmund K.,75.0,710.0,147,246
Tsonga J.W.,35.0,1230.0,Struff J.L.,36.0,1200.0,598,868
Shapovalov D.,28.0,1460.0,Zverev A.,6.0,4335.0,543,1007
Nadal R.,2.0,9225.0,Wawrinka S.,16.0,1910.0,427,962
Monfils G.,13.0,2350.0,Albot R.,50.0,1022.0,411,10
Dimitrov G.,27.0,1477.0,Garin C.,42.0,1117.0,145,299
Djokovic N.,1.0,9545.0,Tsitsipas S.,7.0,3830.0,147,906
Shapovalov D.,28.0,1460.0,Monfils G.,13.0,2350.0,543,612
Nadal R.,2.0,9225.0,Tsonga J.W.,35.0,1230.0,427,907
Djokovic N.,1.0,9545.0,Dimitrov G.,27.0,1477.0,147,218
Shapovalov D.,28.0,1460.0,Nadal R.,2.0,9225.0,543,637
Djokovic N.,1.0,9545.0,Shapovalov D.,28.0,1460.0,147,816
Djokovic N.,2.0,8945.0,Berrettini M.,8.0,2670.0,147,87
Thiem D.,5.0,5025.0,Federer R.,3.0,6190.0,586,271
Tsitsipas S.,6.0,4000.0,Medvedev D.,4.0,5705.0,597,579
Zverev A.,7.0,2945.0,Nadal R.,1.0,9585.0,660,637
Federer R.,3.0,6190.0,Berrettini M.,8.0,2670.0,180,87
Thiem D.,5.0,5025.0,Djokovic N.,2.0,8945.0,586,221
Nadal R.,1.0,9585.0,Medvedev D.,4.0,5705.0,427,579
Tsitsipas S.,6.0,4000.0,Zverev A.,7.0,2945.0,597,1007
Berrettini M.,8.0,2670.0,Thiem D.,5.0,5025.0,53,884
Federer R.,3.0,6190.0,Djokovic N.,2.0,8945.0,180,221
Nadal R.,1.0,9585.0,Tsitsipas S.,6.0,4000.0,427,906
Zverev A.,7.0,2945.0,Medvedev D.,4.0,5705.0,660,579
Tsitsipas S.,6.0,4000.0,Federer R.,3.0,6190.0,597,271
Thiem D.,5.0,5025.0,Zverev A.,7.0,2945.0,586,1007
Tsitsipas S.,6.0,4000.0,Thiem D.,5.0,5025.0,597,884
Dolgopolov O.,169.0,315.0,Schwartzman D.,26.0,1675.0,150,806
De Minaur A.,209.0,245.0,Johnson S.,44.0,1055.0,125,415
Harrison R.,47.0,1010.0,Mayer L.,52.0,909.0,247,572
Ebden M.,76.0,670.0,Tiafoe F.,79.0,662.0,162,887
Zverev M.,33.0,1302.0,Smith J.P.,218.0,235.0,661,843
Zeballos H.,66.0,768.0,Escobedo E.,120.0,498.0,651,259
Donaldson J.,54.0,890.0,Thompson J.,94.0,593.0,152,886
Mmoh M.,175.0,299.0,Delbonis F.,67.0,755.0,407,204
Chung H.,58.0,844.0,Muller G.,25.0,1695.0,96,627
Edmund K.,50.0,992.0,Shapovalov D.,51.0,981.0,163,816
Istomin D.,63.0,809.0,Dzumhur D.,30.0,1391.0,266,240
Millman J.,128.0,436.0,Polansky P.,137.0,404.0,401,707
Dolgopolov O.,169.0,315.0,Zeballos H.,66.0,768.0,150,992
Kyrgios N.,21.0,2010.0,Ebden M.,76.0,670.0,336,242
Mmoh M.,175.0,299.0,Zverev M.,33.0,1302.0,407,1008
De Minaur A.,209.0,245.0,Raonic M.,24.0,1795.0,125,733
Istomin D.,63.0,809.0,Donaldson J.,54.0,890.0,266,227
Harrison R.,47.0,1010.0,Hanfmann Y.,119.0,499.0,247,364
Edmund K.,50.0,992.0,Chung H.,58.0,844.0,163,156
Dimitrov G.,3.0,5150.0,Millman J.,128.0,436.0,145,597
De Minaur A.,209.0,245.0,Mmoh M.,175.0,299.0,125,605
Kyrgios N.,21.0,2010.0,Dolgopolov O.,169.0,315.0,336,225
Harrison R.,47.0,1010.0,Istomin D.,63.0,809.0,247,400
Dimitrov G.,3.0,5150.0,Edmund K.,50.0,992.0,145,246
Harrison R.,47.0,1010.0,De Minaur A.,209.0,245.0,247,193
Kyrgios N.,21.0,2010.0,Dimitrov G.,3.0,5150.0,336,218
Kyrgios N.,21.0,2010.0,Harrison R.,47.0,1010.0,336,369
Rublev A.,39.0,1229.0,Stebe C.M.,82.0,651.0,512,862
Verdasco F.,35.0,1295.0,Sela D.,68.0,755.0,619,808
Thiem D.,5.0,4015.0,Donskoy E.,72.0,704.0,586,230
Basilashvili N.,59.0,826.0,Fabbiano T.,73.0,701.0,36,267
Tsitsipas S.,91.0,606.0,Mayer F.,69.0,718.0,597,571
Coric B.,48.0,1001.0,Carreno Busta P.,10.0,2615.0,106,136
Basic M.,138.0,399.0,Haider-Maurer A.,451.0,81.0,35,356
Lopez F.,36.0,1295.0,Garcia-Lopez G.,70.0,714.0,358,298
Gojowczyk P.,60.0,817.0,Krajinovic F.,34.0,1298.0,214,475
Bedene A.,49.0,993.0,Jaziri M.,98.0,580.0,43,409
Berrettini M.,135.0,410.0,Troicki V.,55.0,880.0,53,899
Struff J.L.,53.0,898.0,Berdych T.,19.0,2095.0,576,83
Travaglia S.,134.0,414.0,Al Mutawa J.,,,592,7
Gasquet R.,31.0,1375.0,Estrella Burgos V.,83.0,648.0,200,260
Pella G.,64.0,774.0,Ramos-Vinolas A.,23.0,1845.0,463,732
Monfils G.,46.0,1015.0,Lorenzi P.,43.0,1095.0,411,538
Coric B.,48.0,1001.0,Basilashvili N.,59.0,826.0,106,64
Basic M.,138.0,399.0,Lopez F.,36.0,1295.0,35,533
Rublev A.,39.0,1229.0,Verdasco F.,35.0,1295.0,512,940
Gojowczyk P.,60.0,817.0,Berrettini M.,135.0,410.0,214,87
Thiem D.,5.0,4015.0,Bedene A.,49.0,993.0,586,72
Pella G.,64.0,774.0,Travaglia S.,134.0,414.0,463,896
Monfils G.,46.0,1015.0,Struff J.L.,53.0,898.0,411,868
Tsitsipas S.,91.0,606.0,Gasquet R.,31.0,1375.0,597,301
Pella G.,64.0,774.0,Basic M.,138.0,399.0,463,63
Rublev A.,39.0,1229.0,Coric B.,48.0,1001.0,512,170
Thiem D.,5.0,4015.0,Tsitsipas S.,91.0,606.0,586,906
Monfils G.,46.0,1015.0,Gojowczyk P.,60.0,817.0,411,319
Rublev A.,39.0,1229.0,Pella G.,64.0,774.0,512,696
Monfils G.,46.0,1015.0,Thiem D.,5.0,4015.0,411,884
Monfils G.,46.0,1015.0,Rublev A.,39.0,1229.0,411,768
Jarry N.,113.0,523.0,Andujar P.,1690.0,1.0,270,29
Fucsovics M.,85.0,630.0,Kicker N.,95.0,590.0,191,438
Kukushkin M.,74.0,693.0,Albot R.,86.0,616.0,328,10
Ojeda Lara R.,198.0,260.0,Vesely J.,62.0,815.0,446,942
Herbert P.H.,81.0,652.0,Cecchinato M.,109.0,543.0,251,142
Simon G.,89.0,610.0,Sandgren T.,96.0,583.0,548,790
Ramanathan R.,148.0,379.0,Carballes Baena R.,106.0,550.0,484,135
Ivashka I.,230.0,227.0,Nagal S.,223.0,233.0,268,639
Djere L.,88.0,612.0,Copil M.,93.0,601.0,146,166
Haase R.,42.0,1130.0,Kavcic B.,97.0,581.0,238,432
Bhambri Y.,118.0,499.0,Kadhe A.,610.0,45.0,54,426
Monteiro T.,124.0,475.0,Bemelmans R.,117.0,503.0,414,79
Paire B.,41.0,1155.0,Fucsovics M.,85.0,630.0,455,287
Herbert P.H.,81.0,652.0,Bhambri Y.,118.0,499.0,251,91
Haase R.,42.0,1130.0,Jarry N.,113.0,523.0,238,407
Simon G.,89.0,610.0,Bautista Agut R.,20.0,2015.0,548,67
Kukushkin M.,74.0,693.0,Djere L.,88.0,612.0,328,219
